Transaction_ID,Date_ID,Product_ID,Business_Unit_ID,Region_ID,Department_ID,Customer_Segment,Sales_Channel,Units_Sold,Unit_Price,Discount_Amount,Revenue,COGS,Gross_Profit,Gross_Margin_Pct,OPEX,EBITDA,Cash_Inflow,Cash_Outflow,Net_Cashflow
TXN008224,20241105,P014,BU004,REG002,DEP007,Enterprise,Direct Sales,12,21493.96,25908.62,232018.9,99273.82,132745.08,0.5721,58680.79,74064.29,221222.24,160831.61,60390.63
TXN008225,20241103,P015,BU004,REG001,DEP007,Enterprise,Direct Sales,6,14763.83,11264.96,77318.02,37533.84,39784.18,0.5146,21364.79,18419.39,72173.87,60938.61,11235.26
TXN008226,20241115,P014,BU004,REG002,DEP001,Mid-Market,Direct Sales,12,23025.68,26141.99,250166.17,93595.28,156570.89,0.6259,104070.95,52499.94,239164.15,206113.76,33050.39
TXN008227,20241116,P013,BU004,REG001,DEP007,Enterprise,Direct Sales,13,10607.01,13974.39,123916.74,43629.35,80287.39,0.6479,34679.16,45608.23,114937.71,80712.85,34224.86
TXN008228,20241114,P013,BU004,REG002,DEP007,Small Business,Partner Sales,11,9403.35,7560.4,95876.45,37771.08,58105.37,0.606,27872.08,30233.29,91666.18,67401.57,24264.61
TXN008229,20241123,P013,BU004,REG001,DEP006,Enterprise,Direct Sales,4,9463.92,4712.44,33143.24,13924.84,19218.4,0.5799,8935.21,10283.19,34156.47,24149.79,10006.68
TXN008230,20241119,P013,BU004,REG002,DEP006,Mid-Market,Direct Sales,9,9405.54,6208.92,78440.94,30259.65,48181.29,0.6142,19063.7,29117.59,79527.9,45164.24,34363.66
TXN008231,20241116,P013,BU004,REG001,DEP002,Small Business,Partner Sales,5,10799.48,3430.95,50566.45,17618.92,32947.53,0.6516,18589.73,14357.8,49003.84,37302.43,11701.41
TXN008232,20241107,P013,BU004,REG002,DEP001,Mid-Market,Partner Sales,11,9289.45,10259.37,91924.58,38650.56,53274.02,0.5795,41855.88,11418.14,85883.82,75403.22,10480.6
TXN008233,20241121,P015,BU004,REG002,DEP001,Mid-Market,Partner Sales,2,16499.46,3491.56,29507.36,12351.94,17155.42,0.5814,13345.85,3809.57,30086.61,24135.06,5951.55
TXN008234,20241108,P015,BU004,REG004,DEP001,Mid-Market,Partner Sales,13,14822.0,19414.5,173271.5,82982.18,90289.32,0.5211,70750.56,19538.76,159560.45,162172.45,-2612.0
TXN008235,20241129,P015,BU004,REG004,DEP003,Small Business,Online Sales,8,16382.04,1310.56,129745.76,51220.68,78525.08,0.6052,19292.28,59232.8,133127.95,77526.5,55601.45
TXN008236,20241102,P015,BU004,REG002,DEP001,Mid-Market,Direct Sales,14,17202.15,14679.77,226150.33,86835.38,139314.95,0.616,93093.56,46221.39,200747.74,173448.33,27299.41
TXN008237,20241106,P013,BU004,REG001,DEP001,Mid-Market,Direct Sales,15,9475.99,10540.73,131599.12,56064.35,75534.77,0.574,56921.25,18613.52,118966.92,113355.3,5611.62
TXN008238,20241125,P015,BU004,REG001,DEP004,Enterprise,Direct Sales,8,16486.31,14889.95,117000.53,46984.64,70015.89,0.5984,15890.86,54125.03,113500.71,65410.37,48090.34
TXN008239,20241130,P014,BU004,REG004,DEP007,Small Business,Online Sales,14,22711.23,3179.57,314777.65,114386.17,200391.48,0.6366,87210.28,113181.2,311545.97,219667.88,91878.09
TXN008240,20241103,P014,BU004,REG002,DEP001,Small Business,Online Sales,11,21390.81,2352.99,232945.92,93810.92,139135.0,0.5973,106889.95,32245.05,240862.87,206572.59,34290.28
TXN008241,20241105,P013,BU004,REG002,DEP001,Mid-Market,Partner Sales,8,10613.65,10082.66,74826.54,30006.61,44819.93,0.599,30404.02,14415.91,69954.04,62899.64,7054.4
TXN008242,20241119,P014,BU004,REG001,DEP001,Mid-Market,Partner Sales,7,22693.71,14105.32,144750.65,60445.12,84305.53,0.5824,65082.06,19223.47,134945.11,120148.98,14796.13
TXN008243,20241130,P013,BU004,REG004,DEP002,Mid-Market,Partner Sales,14,9542.38,11214.12,122379.2,51707.12,70672.08,0.5775,41272.55,29399.53,105676.74,90582.52,15094.22
TXN008244,20241101,P013,BU004,REG001,DEP005,Enterprise,Direct Sales,14,9427.41,17773.8,114209.94,46979.18,67230.76,0.5887,35366.07,31864.69,112578.81,88898.74,23680.07
TXN008245,20241112,P014,BU004,REG002,DEP007,Mid-Market,Partner Sales,14,23206.7,32677.92,292215.88,117873.94,174341.94,0.5966,76262.57,98079.37,294257.66,176350.68,117906.98
TXN008246,20241118,P014,BU004,REG001,DEP001,Mid-Market,Partner Sales,13,20362.86,30919.32,233797.86,100403.61,133394.25,0.5706,108709.37,24684.88,199194.89,211442.36,-12247.47
TXN008247,20241119,P013,BU004,REG001,DEP001,Mid-Market,Direct Sales,15,10589.66,9765.07,149079.83,55408.9,93670.93,0.6283,63032.46,30638.47,145831.56,109827.63,36003.93
TXN008248,20241107,P013,BU004,REG001,DEP007,Enterprise,Direct Sales,12,9348.81,13672.74,98512.98,40792.33,57720.65,0.5859,26177.23,31543.42,89623.83,60855.93,28767.9
TXN008249,20241101,P014,BU004,REG001,DEP002,Enterprise,Direct Sales,6,23308.83,15704.58,124148.4,50183.94,73964.46,0.5958,48870.81,25093.65,124129.89,91962.66,32167.23
TXN008250,20241120,P014,BU004,REG001,DEP007,Enterprise,Partner Sales,8,21137.12,22711.94,146385.02,67890.74,78494.28,0.5362,39929.31,38564.97,126512.15,107113.48,19398.67
TXN008251,20241130,P013,BU004,REG001,DEP005,Mid-Market,Direct Sales,2,10491.95,1881.85,19102.05,6775.01,12327.04,0.6453,6243.37,6083.67,18114.69,13310.32,4804.37
TXN008252,20241124,P014,BU004,REG001,DEP007,Enterprise,Direct Sales,9,23757.68,27735.64,186083.48,68630.2,117453.28,0.6312,47384.72,70068.56,190622.71,108192.57,82430.14
TXN008253,20241128,P014,BU004,REG002,DEP007,Small Business,Online Sales,5,21229.31,1061.47,105085.08,41965.13,63119.95,0.6007,26471.98,36647.97,109945.39,68610.36,41335.03
TXN008254,20241130,P013,BU004,REG001,DEP006,Small Business,Partner Sales,13,10554.01,5679.19,131522.94,46604.91,84918.03,0.6457,30242.71,54675.32,130747.29,84109.22,46638.07
TXN008255,20241121,P015,BU004,REG001,DEP002,Mid-Market,Partner Sales,14,16735.94,27502.86,206800.3,83602.77,123197.53,0.5957,70567.04,52630.49,179282.48,155330.15,23952.33
TXN008256,20241123,P014,BU004,REG001,DEP007,Enterprise,Direct Sales,2,23012.0,4617.73,41406.27,16002.71,25403.56,0.6135,11545.7,13857.86,39687.27,25135.47,14551.8
TXN008257,20241106,P015,BU004,REG002,DEP006,Mid-Market,Online Sales,9,15557.36,7155.52,132860.72,51934.63,80926.09,0.6091,34327.46,46598.63,126956.82,81873.16,45083.66
TXN008258,20241129,P015,BU004,REG002,DEP005,Enterprise,Direct Sales,9,16837.09,16375.73,135158.08,56609.35,78548.73,0.5812,42271.17,36277.56,128093.94,89762.84,38331.1
TXN008259,20241119,P015,BU004,REG001,DEP001,Enterprise,Direct Sales,11,17141.33,22589.93,165964.7,70418.3,95546.4,0.5757,71226.37,24320.03,156669.07,144121.62,12547.45
TXN008260,20241128,P014,BU004,REG002,DEP001,Enterprise,Direct Sales,5,20284.0,10460.12,90959.88,38887.88,52072.0,0.5725,38115.65,13956.35,77701.4,82813.44,-5112.04
TXN008261,20241130,P013,BU004,REG004,DEP001,Enterprise,Direct Sales,2,10491.28,2117.27,18865.29,7153.9,11711.39,0.6208,8115.37,3596.02,18626.53,16110.3,2516.23
TXN008262,20241109,P013,BU004,REG002,DEP005,Small Business,Direct Sales,10,9336.61,5025.3,88340.8,36723.87,51616.93,0.5843,30249.99,21366.94,85698.98,60884.76,24814.22
TXN008263,20241124,P013,BU004,REG002,DEP007,Mid-Market,Online Sales,5,9530.32,1844.83,45806.77,17348.5,28458.27,0.6213,11103.76,17354.51,43955.21,30030.07,13925.14
TXN008264,20241112,P015,BU004,REG002,DEP007,Small Business,Online Sales,8,15696.25,1255.7,124314.3,51489.99,72824.31,0.5858,34577.75,38246.56,123431.36,86235.33,37196.03
TXN008265,20241103,P014,BU004,REG001,DEP001,Enterprise,Direct Sales,12,23714.95,28672.1,255907.3,94921.33,160985.97,0.6291,104240.97,56745.0,245789.43,213173.1,32616.33
TXN008266,20241113,P014,BU004,REG002,DEP001,Enterprise,Direct Sales,10,22794.01,30180.71,197759.39,86177.92,111581.47,0.5642,80218.26,31363.21,184973.94,162958.2,22015.74
TXN008267,20241115,P015,BU004,REG001,DEP001,Enterprise,Direct Sales,14,17256.35,29602.66,211986.24,80967.66,131018.58,0.6181,96628.78,34389.8,194361.67,174287.32,20074.35
TXN008268,20241111,P015,BU004,REG001,DEP001,Mid-Market,Partner Sales,3,15718.57,5300.03,41855.68,17231.06,24624.62,0.5883,18741.16,5883.46,38889.36,39481.82,-592.46
TXN008269,20241113,P014,BU004,REG003,DEP004,Small Business,Online Sales,2,22786.52,455.73,45117.31,16217.21,28900.1,0.6406,5866.59,23033.51,43026.85,21395.71,21631.14
TXN008270,20241123,P015,BU004,REG001,DEP007,Small Business,Online Sales,14,16433.15,3595.7,226468.4,80052.38,146416.02,0.6465,54048.72,92367.3,209456.65,125979.24,83477.41
TXN008271,20241122,P014,BU004,REG002,DEP007,Enterprise,Direct Sales,14,20257.44,34346.49,249257.67,117944.39,131313.28,0.5268,70960.14,60353.14,233826.84,206840.53,26986.31
TXN008272,20241112,P013,BU004,REG003,DEP007,Enterprise,Direct Sales,10,9349.34,12253.3,81240.1,36559.23,44680.87,0.55,19529.87,25151.0,79428.88,60622.21,18806.67
TXN008273,20241122,P015,BU004,REG004,DEP007,Enterprise,Partner Sales,14,14753.66,27609.09,178942.15,79906.63,99035.52,0.5534,50041.99,48993.53,171937.52,119822.85,52114.67
TXN008274,20241128,P013,BU004,REG002,DEP005,Enterprise,Direct Sales,6,9951.66,6248.38,53461.58,20193.86,33267.72,0.6223,18308.1,14959.62,50107.23,36312.96,13794.27
TXN008275,20241127,P013,BU004,REG003,DEP005,Mid-Market,Partner Sales,15,10123.17,13568.83,138278.72,52997.65,85281.07,0.6167,49152.47,36128.6,141632.36,109425.98,32206.38
TXN008276,20241117,P014,BU004,REG001,DEP001,Mid-Market,Direct Sales,13,20387.07,21805.12,243226.79,111937.57,131289.22,0.5398,105120.64,26168.58,223426.97,204870.03,18556.94
TXN008277,20241126,P015,BU004,REG001,DEP001,Mid-Market,Online Sales,7,15355.07,4417.51,103067.98,44412.35,58655.63,0.5691,45316.73,13338.9,93136.79,86416.4,6720.39
TXN008278,20241110,P013,BU004,REG002,DEP001,Small Business,Partner Sales,11,10456.75,5366.46,109657.79,38372.19,71285.6,0.6501,45317.0,25968.6,100669.95,81139.16,19530.79
TXN008279,20241105,P015,BU004,REG002,DEP005,Small Business,Online Sales,5,15032.66,1913.91,73249.39,29722.82,43526.57,0.5942,26229.21,17297.36,71416.63,54153.84,17262.79
TXN008280,20241126,P013,BU004,REG001,DEP006,Mid-Market,Partner Sales,8,10297.57,7652.13,74728.43,29251.79,45476.64,0.6086,18431.16,27045.48,63646.39,45122.6,18523.79
TXN008281,20241122,P015,BU004,REG003,DEP005,Enterprise,Direct Sales,8,15880.38,12883.86,114159.18,47497.84,66661.34,0.5839,36371.33,30290.01,105347.75,78491.43,26856.32
TXN008282,20241121,P014,BU004,REG002,DEP001,Small Business,Partner Sales,5,20523.01,6464.94,96150.11,41655.43,54494.68,0.5668,39113.01,15381.67,82575.11,78542.77,4032.34
TXN008283,20241123,P014,BU004,REG002,DEP007,Enterprise,Direct Sales,5,22827.69,14807.97,99330.48,38218.24,61112.24,0.6152,26042.95,35069.29,100082.5,64370.32,35712.18
TXN008284,20241110,P014,BU004,REG003,DEP001,Enterprise,Direct Sales,6,23222.69,14885.75,124450.39,50746.87,73703.52,0.5922,50414.14,23289.38,114968.59,91515.41,23453.18
TXN008285,20241109,P015,BU004,REG001,DEP001,Enterprise,Direct Sales,11,16083.68,21217.74,155702.74,64288.72,91414.02,0.5871,68829.38,22584.64,137434.65,120912.66,16521.99
TXN008286,20241127,P014,BU004,REG001,DEP006,Enterprise,Direct Sales,2,22157.49,4618.32,39696.66,15955.96,23740.7,0.5981,10690.43,13050.27,37684.0,26917.65,10766.35
TXN008287,20241124,P014,BU004,REG003,DEP007,Enterprise,Direct Sales,8,20435.31,17615.09,145867.39,66741.29,79126.1,0.5425,35258.58,43867.52,134628.9,95415.82,39213.08
TXN008288,20241114,P014,BU004,REG002,DEP002,Enterprise,Direct Sales,7,23591.89,18221.17,146922.06,54790.81,92131.25,0.6271,53326.38,38804.87,152120.8,100805.6,51315.2
TXN008289,20241113,P013,BU004,REG003,DEP001,Mid-Market,Direct Sales,13,10605.29,12659.62,125209.15,49125.72,76083.43,0.6077,54167.23,21916.2,123184.52,94316.71,28867.81
TXN008290,20241104,P015,BU004,REG001,DEP001,Enterprise,Direct Sales,9,17262.84,16662.52,138703.04,53713.67,84989.37,0.6127,57310.02,27679.35,131139.33,117514.03,13625.3
TXN008291,20241211,P003,BU001,REG001,DEP001,Mid-Market,Online Sales,1,18631.43,728.62,17902.81,7912.92,9989.89,0.558,7962.19,2027.7,17930.17,16594.93,1335.24
TXN008292,20241226,P002,BU001,REG002,DEP001,Mid-Market,Partner Sales,4,31362.34,11697.38,113751.98,48435.38,65316.6,0.5742,49038.66,16277.94,104210.63,102339.82,1870.81
TXN008293,20241230,P003,BU001,REG002,DEP007,Small Business,Direct Sales,1,21262.4,859.99,20402.41,7895.16,12507.25,0.613,4734.39,7772.86,20295.31,12754.19,7541.12
TXN008294,20241207,P004,BU001,REG001,DEP003,Enterprise,Direct Sales,3,42067.23,17559.44,108642.25,50660.47,57981.78,0.5337,18575.36,39406.42,104959.3,65974.9,38984.4
TXN008295,20241225,P003,BU001,REG003,DEP002,Mid-Market,Online Sales,4,19831.43,2470.93,76854.79,33143.72,43711.07,0.5687,25210.85,18500.22,69512.61,57293.19,12219.42
TXN008296,20241211,P004,BU001,REG004,DEP001,Small Business,Online Sales,2,39641.59,1627.09,77656.09,35291.86,42364.23,0.5455,31094.32,11269.91,71491.78,69727.92,1763.86
TXN008297,20241204,P002,BU001,REG002,DEP005,Small Business,Partner Sales,2,29082.14,2571.12,55593.16,23185.67,32407.49,0.5829,18747.01,13660.48,53578.54,41084.24,12494.3
TXN008298,20241214,P003,BU001,REG004,DEP001,Enterprise,Direct Sales,4,19895.13,9709.59,69870.93,33956.16,35914.77,0.514,28267.3,7647.47,66415.38,61147.28,5268.1
TXN008299,20241218,P001,BU001,REG001,DEP001,Mid-Market,Partner Sales,3,46277.38,12159.1,126673.04,58971.79,67701.25,0.5345,50736.53,16964.72,113281.4,110407.35,2874.05
TXN008300,20241229,P002,BU001,REG003,DEP001,Enterprise,Direct Sales,4,30816.67,12389.49,110877.19,47101.06,63776.13,0.5752,46833.31,16942.82,113118.8,96444.03,16674.77
TXN008301,20241210,P001,BU001,REG002,DEP006,Small Business,Online Sales,1,51626.58,516.27,51110.31,19920.44,31189.87,0.6102,14033.96,17155.91,53071.41,36072.66,16998.75
TXN008302,20241228,P001,BU001,REG002,DEP005,Mid-Market,Direct Sales,3,52542.65,10874.59,146753.36,59994.5,86758.86,0.5912,49970.48,36788.38,144589.76,118762.35,25827.41
TXN008303,20241210,P002,BU001,REG004,DEP006,Mid-Market,Online Sales,1,30700.55,1282.84,29417.71,12422.99,16994.72,0.5777,7236.22,9758.5,28573.08,17802.29,10770.79
TXN008304,20241216,P002,BU001,REG004,DEP008,Mid-Market,Direct Sales,3,28453.48,5753.49,79606.95,37428.49,42178.46,0.5298,10005.91,32172.55,79130.73,50174.19,28956.54
TXN008305,20241223,P002,BU001,REG001,DEP001,Mid-Market,Online Sales,3,31720.43,3999.99,91161.3,37390.39,53770.91,0.5898,37365.57,16405.34,81542.48,77355.65,4186.83
TXN008306,20241211,P003,BU001,REG001,DEP002,Enterprise,Partner Sales,4,19600.81,10342.11,68061.13,32623.93,35437.2,0.5207,25450.1,9987.1,61595.35,63245.33,-1649.98
TXN008307,20241220,P001,BU001,REG001,DEP007,Enterprise,Direct Sales,4,51117.94,27876.21,176595.55,78446.8,98148.75,0.5558,40468.35,57680.4,150819.52,115541.22,35278.3
TXN008308,20241216,P004,BU001,REG002,DEP004,Mid-Market,Direct Sales,2,38166.47,6919.79,69413.15,33381.63,36031.52,0.5191,10367.65,25663.87,59820.31,47375.84,12444.47
TXN008309,20241218,P002,BU001,REG002,DEP003,Small Business,Partner Sales,2,29567.06,2806.5,56327.62,25761.11,30566.51,0.5427,10694.49,19872.02,51028.01,33620.23,17407.78
TXN008310,20241207,P001,BU001,REG003,DEP001,Enterprise,Direct Sales,4,51032.32,25694.5,178434.78,77792.93,100641.85,0.564,75419.61,25222.24,156183.46,150185.61,5997.85
TXN008311,20241231,P001,BU001,REG004,DEP005,Enterprise,Direct Sales,1,51249.23,5966.19,45283.04,20179.1,25103.94,0.5544,15915.7,9188.24,42005.74,35536.54,6469.2
TXN008312,20241229,P004,BU001,REG002,DEP002,Enterprise,Direct Sales,3,38745.0,13773.5,102461.5,53858.72,48602.78,0.4744,37881.21,10721.57,93177.91,83655.26,9522.65
TXN008313,20241209,P002,BU001,REG001,DEP001,Mid-Market,Direct Sales,2,30465.96,4467.14,56464.78,24429.41,32035.37,0.5674,24706.26,7329.11,57576.92,47897.17,9679.75
TXN008314,20241226,P001,BU001,REG003,DEP001,Enterprise,Direct Sales,4,46031.2,23247.48,160877.32,85957.1,74920.22,0.4657,67671.86,7248.36,168622.31,147684.68,20937.63
TXN008315,20241228,P002,BU001,REG003,DEP008,Small Business,Online Sales,2,30449.45,608.99,60289.91,25823.49,34466.42,0.5717,7586.62,26879.8,54405.38,35692.19,18713.19
TXN008316,20241215,P004,BU001,REG001,DEP003,Enterprise,Direct Sales,4,42607.67,19608.36,150822.32,72035.53,78786.79,0.5224,22580.63,56206.16,133764.66,95380.58,38384.08
TXN008317,20241222,P002,BU001,REG002,DEP007,Mid-Market,Direct Sales,4,30150.0,10943.65,109656.35,48137.27,61519.08,0.561,25762.42,35756.66,98610.59,67507.27,31103.32
TXN008318,20241219,P002,BU001,REG003,DEP007,Small Business,Online Sales,1,29710.55,884.13,28826.42,12732.86,16093.56,0.5583,7752.31,8341.25,24933.04,20203.77,4729.27
TXN008319,20241201,P004,BU001,REG001,DEP007,Enterprise,Direct Sales,1,39812.23,4196.72,35615.51,17679.15,17936.36,0.5036,9291.31,8645.05,34075.61,25779.63,8295.98
TXN008320,20241208,P001,BU001,REG002,DEP006,Enterprise,Partner Sales,2,46692.84,12455.11,80930.57,42606.82,38323.75,0.4735,20330.7,17993.05,82418.68,59136.55,23282.13
TXN008321,20241215,P004,BU001,REG001,DEP001,Mid-Market,Online Sales,2,39494.44,3593.1,75395.78,33425.6,41970.18,0.5567,31288.85,10681.33,68892.41,64312.17,4580.24
TXN008322,20241210,P003,BU001,REG001,DEP001,Enterprise,Partner Sales,3,21053.07,8960.75,54198.46,23103.2,31095.26,0.5737,22224.36,8870.9,54294.06,43706.77,10587.29
TXN008323,20241205,P001,BU001,REG001,DEP002,Enterprise,Direct Sales,4,53531.5,25562.71,188563.29,81734.73,106828.56,0.5665,70029.46,36799.1,194918.26,150977.52,43940.74
TXN008324,20241205,P004,BU001,REG004,DEP001,Enterprise,Partner Sales,1,37950.65,5812.91,32137.74,17174.8,14962.94,0.4656,13160.13,1802.81,27428.32,30049.71,-2621.39
TXN008325,20241204,P003,BU001,REG002,DEP002,Mid-Market,Partner Sales,2,20629.37,4356.21,36902.53,16424.72,20477.81,0.5549,12256.02,8221.79,35685.28,27283.39,8401.89
TXN008326,20241222,P004,BU001,REG004,DEP003,Enterprise,Partner Sales,2,40063.37,12230.52,67896.22,36159.97,31736.25,0.4674,11143.08,20593.17,61404.89,44364.44,17040.45
TXN008327,20241222,P003,BU001,REG003,DEP001,Small Business,Online Sales,1,21410.99,399.15,21011.84,8469.38,12542.46,0.5969,9219.19,3323.27,20420.84,18138.82,2282.02
TXN008328,20241219,P004,BU001,REG002,DEP007,Enterprise,Partner Sales,2,39708.87,12533.52,66884.22,32638.07,34246.15,0.512,15151.18,19094.97,57424.93,49080.44,8344.49
TXN008329,20241228,P002,BU001,REG002,DEP005,Small Business,Online Sales,4,28653.22,2232.86,112380.02,46550.64,65829.38,0.5858,34955.78,30873.6,95771.36,76999.23,18772.13
TXN008330,20241231,P004,BU001,REG003,DEP007,Mid-Market,Direct Sales,3,37088.4,7119.42,104145.78,53001.96,51143.82,0.4911,27658.17,23485.65,90285.68,74440.68,15845.0
TXN008331,20241222,P001,BU001,REG001,DEP001,Small Business,Partner Sales,1,52010.25,3515.12,48495.13,20405.32,28089.81,0.5792,20369.03,7720.78,48720.99,42978.77,5742.22
TXN008332,20241218,P002,BU001,REG001,DEP007,Mid-Market,Direct Sales,1,31053.62,1904.15,29149.47,11671.44,17478.03,0.5996,6577.83,10900.2,26934.07,19266.59,7667.48
TXN008333,20241211,P001,BU001,REG003,DEP007,Small Business,Partner Sales,3,53411.38,7542.03,152692.11,57174.41,95517.7,0.6256,40884.94,54632.76,156071.06,98875.8,57195.26
TXN008334,20241227,P004,BU001,REG002,DEP001,Small Business,Online Sales,4,37186.88,4082.84,144664.68,67187.98,77476.7,0.5356,58999.15,18477.55,129893.24,127232.88,2660.36
TXN008335,20241202,P004,BU001,REG004,DEP007,Enterprise,Direct Sales,4,43088.48,23822.71,148531.21,66837.41,81693.8,0.55,35929.97,45763.83,133659.93,95358.07,38301.86
TXN008336,20241212,P002,BU001,REG003,DEP006,Small Business,Online Sales,2,28485.33,569.71,56400.95,23160.99,33239.96,0.5894,13833.85,19406.11,49632.61,39553.69,10078.92
TXN008337,20241215,P003,BU001,REG001,DEP006,Small Business,Online Sales,2,20195.4,403.91,39986.89,17252.9,22733.99,0.5685,10802.73,11931.26,41099.15,27311.14,13788.01
TXN008338,20241212,P001,BU001,REG001,DEP006,Small Business,Online Sales,1,50521.67,1492.38,49029.29,21415.83,27613.46,0.5632,11842.36,15771.1,49109.5,31445.47,17664.03
TXN008339,20241207,P002,BU001,REG001,DEP002,Mid-Market,Online Sales,3,27796.19,2747.33,80641.24,35026.13,45615.11,0.5657,26587.74,19027.37,69321.99,60716.54,8605.45
TXN008340,20241230,P004,BU001,REG001,DEP006,Small Business,Online Sales,4,40793.81,4317.84,158857.4,70590.58,88266.82,0.5556,38446.8,49820.02,159812.65,101276.48,58536.17
TXN008341,20241226,P001,BU001,REG002,DEP001,Mid-Market,Direct Sales,1,48715.43,4838.12,43877.31,21016.25,22861.06,0.521,18317.38,4543.68,44246.49,37478.82,6767.67
TXN008342,20241227,P001,BU001,REG001,DEP007,Enterprise,Partner Sales,3,52682.55,24543.12,133504.53,60952.73,72551.8,0.5434,31038.69,41513.11,115642.94,90293.27,25349.67
TXN008343,20241211,P004,BU001,REG003,DEP001,Enterprise,Direct Sales,1,40208.06,5336.4,34871.66,17273.53,17598.13,0.5047,14112.93,3485.2,30431.5,29651.5,780.0
TXN008344,20241221,P001,BU001,REG003,DEP001,Mid-Market,Partner Sales,1,46594.91,4792.28,41802.63,19738.71,22063.92,0.5278,18036.69,4027.23,41129.23,35940.35,5188.88
TXN008345,20241228,P003,BU001,REG001,DEP002,Enterprise,Direct Sales,3,20204.41,8272.65,52340.58,25015.7,27324.88,0.5221,20117.33,7207.55,46628.52,45085.05,1543.47
TXN008346,20241222,P002,BU001,REG002,DEP001,Enterprise,Direct Sales,4,32208.72,13403.93,115430.95,45641.12,69789.83,0.6046,51779.84,18009.99,98653.15,101561.13,-2907.98
TXN008347,20241204,P004,BU001,REG003,DEP004,Enterprise,Direct Sales,1,42033.25,4393.93,37639.32,17340.57,20298.75,0.5393,6223.71,14075.04,37400.04,23424.85,13975.19
TXN008348,20241209,P003,BU001,REG001,DEP001,Enterprise,Direct Sales,4,20789.93,10615.97,72543.75,32086.94,40456.81,0.5577,29752.82,10703.99,71841.85,67918.9,3922.95
TXN008349,20241202,P004,BU001,REG003,DEP003,Mid-Market,Partner Sales,1,42580.72,3421.42,39159.3,18012.86,21146.44,0.54,6676.7,14469.74,33939.55,22660.94,11278.61
TXN008350,20241206,P002,BU001,REG001,DEP006,Enterprise,Online Sales,4,30975.37,11843.24,112058.24,50875.49,61182.75,0.546,25111.82,36070.93,99002.51,76164.47,22838.04
TXN008351,20241201,P003,BU001,REG001,DEP006,Mid-Market,Direct Sales,4,18927.66,6412.78,69297.86,32792.19,36505.67,0.5268,16728.45,19777.22,61618.16,48556.17,13061.99
TXN008352,20241210,P003,BU001,REG002,DEP002,Enterprise,Direct Sales,3,19606.01,7321.55,51496.48,23719.25,27777.23,0.5394,19032.15,8745.08,50706.57,40141.19,10565.38
TXN008353,20241231,P003,BU001,REG003,DEP001,Enterprise,Online Sales,4,18706.24,5753.98,69070.98,32879.02,36191.96,0.524,28217.09,7974.87,62746.62,55282.38,7464.24
TXN008354,20241203,P003,BU001,REG001,DEP002,Small Business,Online Sales,3,19979.04,1594.65,58342.47,24627.12,33715.35,0.5779,21994.9,11720.45,52979.82,42114.47,10865.35
TXN008355,20241215,P001,BU001,REG004,DEP003,Small Business,Online Sales,1,48023.13,929.83,47093.3,20463.24,26630.06,0.5655,8459.12,18170.94,44486.36,30086.78,14399.58
TXN008356,20241222,P003,BU001,REG002,DEP001,Mid-Market,Partner Sales,4,20678.69,7546.93,75167.83,32375.85,42791.98,0.5693,32732.78,10059.2,68160.43,66338.57,1821.86
TXN008357,20241223,P002,BU001,REG001,DEP001,Enterprise,Partner Sales,1,27977.65,4027.13,23950.52,11636.47,12314.05,0.5141,10744.29,1569.76,23405.44,22939.18,466.26
TXN008358,20241220,P004,BU001,REG001,DEP006,Enterprise,Direct Sales,3,37290.22,12964.57,98906.09,52257.43,46648.66,0.4716,22938.96,23709.7,84755.9,71576.87,13179.03
TXN008359,20241204,P002,BU001,REG001,DEP002,Enterprise,Direct Sales,1,32165.79,4196.37,27969.42,11972.02,15997.4,0.572,10688.28,5309.12,27095.3,23089.35,4005.95
TXN008360,20241208,P003,BU001,REG001,DEP001,Mid-Market,Online Sales,1,21120.18,1051.78,20068.4,8119.21,11949.19,0.5954,8409.41,3539.78,17651.24,15961.8,1689.44
TXN008361,20241204,P001,BU001,REG003,DEP001,Mid-Market,Direct Sales,4,48825.9,13980.76,181322.84,83971.09,97351.75,0.5369,76067.35,21284.4,155116.82,174055.25,-18938.43
TXN008362,20241216,P001,BU001,REG002,DEP006,Small Business,Partner Sales,3,46049.41,10037.8,128110.43,61920.39,66190.04,0.5167,33924.6,32265.44,117908.3,86805.78,31102.52
TXN008363,20241209,P004,BU001,REG001,DEP001,Mid-Market,Online Sales,3,38625.5,5320.53,110555.97,54131.68,56424.29,0.5104,49419.58,7004.71,112553.75,113299.65,-745.9
TXN008364,20241202,P001,BU001,REG001,DEP001,Small Business,Partner Sales,4,48012.52,15331.64,176718.44,79220.43,97498.01,0.5517,77487.91,20010.1,157951.76,171746.4,-13794.64
TXN008365,20241204,P004,BU001,REG002,DEP008,Mid-Market,Direct Sales,2,41560.61,6291.18,76830.04,33944.41,42885.63,0.5582,10681.61,32204.02,68143.63,48777.88,19365.75
TXN008366,20241201,P003,BU001,REG001,DEP005,Enterprise,Direct Sales,3,19911.47,7335.26,52399.15,23977.15,28422.0,0.5424,18285.22,10136.78,50102.68,45298.69,4803.99
TXN008367,20241202,P001,BU001,REG003,DEP007,Enterprise,Direct Sales,3,50556.44,17593.15,134076.17,57942.34,76133.83,0.5678,36546.29,39587.54,129216.57,91769.43,37447.14
