Budget_ID,Date_ID,Product_ID,Business_Unit_ID,Region_ID,Department_ID,Budget_Category,Budget_Amount,Forecast_Amount,Scenario,Budget_Version
BUD002904,20250101,P005,BU002,REG001,DEP003,Cash Outflow,7580463.03,8912519.93,Downside,Original
BUD002905,20250101,P009,BU003,REG001,DEP001,Revenue,9740000.45,11102696.28,Upside,Original
BUD002906,20250101,P009,BU003,REG001,DEP006,COGS,4476356.66,4555632.17,Upside,Original
BUD002907,20250101,P009,BU003,REG001,DEP005,OPEX,3290189.49,3498851.72,Upside,Original
BUD002908,20250101,P009,BU003,REG001,DEP003,EBITDA,2668129.94,3091510.47,Upside,Original
BUD002909,20250101,P009,BU003,REG001,DEP003,Cash Inflow,9937535.12,11380089.16,Upside,Original
BUD002910,20250101,P009,BU003,REG001,DEP003,Cash Outflow,7560141.74,8072415.35,Upside,Original
BUD002911,20250101,P009,BU003,REG001,DEP001,Revenue,10023809.44,9535573.36,Downside,Original
BUD002912,20250101,P009,BU003,REG001,DEP006,COGS,4317944.3,4408640.25,Downside,Original
BUD002913,20250101,P009,BU003,REG001,DEP005,OPEX,3344231.55,3888440.1,Downside,Original
BUD002914,20250101,P009,BU003,REG001,DEP003,EBITDA,2651052.01,1900044.65,Downside,Original
BUD002915,20250101,P009,BU003,REG001,DEP003,Cash Inflow,9455562.72,8992619.76,Downside,Original
BUD002916,20250101,P009,BU003,REG001,DEP003,Cash Outflow,7385135.46,8137992.01,Downside,Original
BUD002917,20250101,P013,BU004,REG001,DEP001,Revenue,5841858.51,7112104.11,Upside,Original
BUD002918,20250101,P013,BU004,REG001,DEP006,COGS,2712964.08,2837468.01,Upside,Original
BUD002919,20250101,P013,BU004,REG001,DEP005,OPEX,2175332.21,2309659.73,Upside,Original
BUD002920,20250101,P013,BU004,REG001,DEP003,EBITDA,1547333.35,1956568.14,Upside,Original
BUD002921,20250101,P013,BU004,REG001,DEP003,Cash Inflow,5687139.9,7145742.97,Upside,Original
BUD002922,20250101,P013,BU004,REG001,DEP003,Cash Outflow,4802968.88,5137395.32,Upside,Original
BUD002923,20250101,P013,BU004,REG001,DEP001,Revenue,5841858.51,6051070.29,Downside,Original
BUD002924,20250101,P013,BU004,REG001,DEP006,COGS,2861290.78,2875830.0,Downside,Original
BUD002925,20250101,P013,BU004,REG001,DEP005,OPEX,2087321.4,2532314.19,Downside,Original
BUD002926,20250101,P013,BU004,REG001,DEP003,EBITDA,1571418.31,1170654.88,Downside,Original
BUD002927,20250101,P013,BU004,REG001,DEP003,Cash Inflow,5534699.36,5498140.05,Downside,Original
BUD002928,20250101,P013,BU004,REG001,DEP003,Cash Outflow,4562868.49,5436253.08,Downside,Original
BUD002929,20250201,P001,BU001,REG001,DEP001,Revenue,7305314.25,8633968.05,Upside,Original
BUD002930,20250201,P001,BU001,REG001,DEP006,COGS,3453896.91,3854476.42,Upside,Original
BUD002931,20250201,P001,BU001,REG001,DEP002,OPEX,2480868.89,2556954.39,Upside,Original
BUD002932,20250201,P001,BU001,REG001,DEP003,EBITDA,1679780.24,1999370.31,Upside,Original
BUD002933,20250201,P001,BU001,REG001,DEP003,Cash Inflow,6765848.46,8188350.13,Upside,Original
BUD002934,20250201,P001,BU001,REG001,DEP003,Cash Outflow,5916228.57,6384316.82,Upside,Original
BUD002935,20250201,P001,BU001,REG001,DEP001,Revenue,7507008.59,7276502.99,Downside,Original
BUD002936,20250201,P001,BU001,REG001,DEP006,COGS,3699204.41,3672873.57,Downside,Original
BUD002937,20250201,P001,BU001,REG001,DEP002,OPEX,2409085.63,2836540.21,Downside,Original
BUD002938,20250201,P001,BU001,REG001,DEP003,EBITDA,1651724.52,1191182.79,Downside,Original
BUD002939,20250201,P001,BU001,REG001,DEP003,Cash Inflow,6801767.05,6257992.84,Downside,Original
BUD002940,20250201,P001,BU001,REG001,DEP003,Cash Outflow,5840051.74,6696315.68,Downside,Original
BUD002941,20250201,P005,BU002,REG001,DEP001,Revenue,9785167.92,11132820.6,Upside,Original
BUD002942,20250201,P005,BU002,REG001,DEP006,COGS,4856389.17,4918428.48,Upside,Original
BUD002943,20250201,P005,BU002,REG001,DEP005,OPEX,3514140.95,3771574.02,Upside,Original
BUD002944,20250201,P005,BU002,REG001,DEP003,EBITDA,1834840.45,2142502.76,Upside,Original
BUD002945,20250201,P005,BU002,REG001,DEP003,Cash Inflow,9229954.15,11355404.75,Upside,Original
BUD002946,20250201,P005,BU002,REG001,DEP003,Cash Outflow,7992435.87,9089174.31,Upside,Original
BUD002947,20250201,P005,BU002,REG001,DEP001,Revenue,9689416.46,9477172.09,Downside,Original
BUD002948,20250201,P005,BU002,REG001,DEP006,COGS,4812028.66,5094640.13,Downside,Original
BUD002949,20250201,P005,BU002,REG001,DEP005,OPEX,3577875.65,4156425.06,Downside,Original
BUD002950,20250201,P005,BU002,REG001,DEP003,EBITDA,1837890.02,1342126.13,Downside,Original
BUD002951,20250201,P005,BU002,REG001,DEP003,Cash Inflow,9571442.99,9004743.16,Downside,Original
BUD002952,20250201,P005,BU002,REG001,DEP003,Cash Outflow,8506734.24,9422101.91,Downside,Original
BUD002953,20250201,P009,BU003,REG001,DEP001,Revenue,7166348.75,7929385.87,Upside,Original
BUD002954,20250201,P009,BU003,REG001,DEP006,COGS,3058741.93,3177234.52,Upside,Original
BUD002955,20250201,P009,BU003,REG001,DEP005,OPEX,2214848.82,2375302.47,Upside,Original
BUD002956,20250201,P009,BU003,REG001,DEP003,EBITDA,2007711.38,2388995.96,Upside,Original
BUD002957,20250201,P009,BU003,REG001,DEP003,Cash Inflow,7041001.25,7637750.04,Upside,Original
BUD002958,20250201,P009,BU003,REG001,DEP003,Cash Outflow,5311433.09,5485486.54,Upside,Original
BUD002959,20250201,P009,BU003,REG001,DEP001,Revenue,7166558.72,6842745.68,Downside,Original
BUD002960,20250201,P009,BU003,REG001,DEP006,COGS,2978702.44,3271390.29,Downside,Original
BUD002961,20250201,P009,BU003,REG001,DEP005,OPEX,2218765.72,2699645.47,Downside,Original
BUD002962,20250201,P009,BU003,REG001,DEP003,EBITDA,2001264.51,1422966.22,Downside,Original
BUD002963,20250201,P009,BU003,REG001,DEP003,Cash Inflow,7060261.85,6144714.08,Downside,Original
BUD002964,20250201,P009,BU003,REG001,DEP003,Cash Outflow,5308600.24,5908240.72,Downside,Original
BUD002965,20250201,P013,BU004,REG001,DEP001,Revenue,5562545.32,6829824.67,Upside,Original
BUD002966,20250201,P013,BU004,REG001,DEP006,COGS,2718710.64,2754237.95,Upside,Original
BUD002967,20250201,P013,BU004,REG001,DEP005,OPEX,2084028.12,2249498.58,Upside,Original
BUD002968,20250201,P013,BU004,REG001,DEP003,EBITDA,1415407.46,1733208.89,Upside,Original
BUD002969,20250201,P013,BU004,REG001,DEP003,Cash Inflow,5268202.09,6594716.68,Upside,Original
BUD002970,20250201,P013,BU004,REG001,DEP003,Cash Outflow,4606227.43,5019221.0,Upside,Original
BUD002971,20250201,P013,BU004,REG001,DEP001,Revenue,5562545.32,5726104.77,Downside,Original
BUD002972,20250201,P013,BU004,REG001,DEP006,COGS,2496861.44,2695860.04,Downside,Original
BUD002973,20250201,P013,BU004,REG001,DEP005,OPEX,2170723.45,2473189.75,Downside,Original
BUD002974,20250201,P013,BU004,REG001,DEP003,EBITDA,1446097.39,1063181.68,Downside,Original
BUD002975,20250201,P013,BU004,REG001,DEP003,Cash Inflow,5268202.09,5304278.41,Downside,Original
BUD002976,20250201,P013,BU004,REG001,DEP003,Cash Outflow,4436633.48,5294116.33,Downside,Original
BUD002977,20250301,P001,BU001,REG001,DEP001,Revenue,7704194.7,9016817.21,Upside,Original
BUD002978,20250301,P001,BU001,REG001,DEP006,COGS,4069864.84,4062078.12,Upside,Original
BUD002979,20250301,P001,BU001,REG001,DEP002,OPEX,2593303.46,2684086.9,Upside,Original
BUD002980,20250301,P001,BU001,REG001,DEP003,EBITDA,1778632.7,2099168.47,Upside,Original
BUD002981,20250301,P001,BU001,REG001,DEP003,Cash Inflow,7542968.65,8784655.13,Upside,Original
BUD002982,20250301,P001,BU001,REG001,DEP003,Cash Outflow,6407222.96,6663855.93,Upside,Original
BUD002983,20250301,P001,BU001,REG001,DEP001,Revenue,7829063.97,7401375.56,Downside,Original
BUD002984,20250301,P001,BU001,REG001,DEP006,COGS,3785292.62,3820675.65,Downside,Original
BUD002985,20250301,P001,BU001,REG001,DEP002,OPEX,2624102.58,3050074.88,Downside,Original
BUD002986,20250301,P001,BU001,REG001,DEP003,EBITDA,1731778.38,1259332.93,Downside,Original
BUD002987,20250301,P001,BU001,REG001,DEP003,Cash Inflow,7443337.44,6831131.57,Downside,Original
BUD002988,20250301,P001,BU001,REG001,DEP003,Cash Outflow,6170517.26,7144781.81,Downside,Original
BUD002989,20250301,P005,BU002,REG001,DEP001,Revenue,8959250.64,10267344.5,Upside,Original
BUD002990,20250301,P005,BU002,REG001,DEP006,COGS,4677737.63,4782634.65,Upside,Original
BUD002991,20250301,P005,BU002,REG001,DEP005,OPEX,3295924.24,3314022.1,Upside,Original
BUD002992,20250301,P005,BU002,REG001,DEP003,EBITDA,1730549.77,2026896.71,Upside,Original
BUD002993,20250301,P005,BU002,REG001,DEP003,Cash Inflow,8316607.02,10083706.62,Upside,Original
BUD002994,20250301,P005,BU002,REG001,DEP003,Cash Outflow,7711230.02,7962563.93,Upside,Original
BUD002995,20250301,P005,BU002,REG001,DEP001,Revenue,9081376.35,8865112.17,Downside,Original
BUD002996,20250301,P005,BU002,REG001,DEP006,COGS,4604248.28,4646420.32,Downside,Original
BUD002997,20250301,P005,BU002,REG001,DEP005,OPEX,3217659.63,3863255.33,Downside,Original
BUD002998,20250301,P005,BU002,REG001,DEP003,EBITDA,1702741.47,1236426.02,Downside,Original
BUD002999,20250301,P005,BU002,REG001,DEP003,Cash Inflow,8376691.08,8170356.36,Downside,Original
BUD003000,20250301,P005,BU002,REG001,DEP003,Cash Outflow,7504918.55,8607378.0,Downside,Original
BUD003001,20250301,P009,BU003,REG001,DEP001,Revenue,11622611.73,13429047.58,Upside,Original
BUD003002,20250301,P009,BU003,REG001,DEP006,COGS,5345145.49,5090768.88,Upside,Original
BUD003003,20250301,P009,BU003,REG001,DEP005,OPEX,3611760.91,3788287.99,Upside,Original
BUD003004,20250301,P009,BU003,REG001,DEP003,EBITDA,3163640.54,3682430.43,Upside,Original
BUD003005,20250301,P009,BU003,REG001,DEP003,Cash Inflow,10843559.64,12596253.15,Upside,Original
BUD003006,20250301,P009,BU003,REG001,DEP003,Cash Outflow,8318001.99,9404737.55,Upside,Original
BUD003007,20250301,P009,BU003,REG001,DEP001,Revenue,11454818.7,10760176.28,Downside,Original
BUD003008,20250301,P009,BU003,REG001,DEP006,COGS,5076386.42,5085778.76,Downside,Original
BUD003009,20250301,P009,BU003,REG001,DEP005,OPEX,3718524.82,4336085.09,Downside,Original
BUD003010,20250301,P009,BU003,REG001,DEP003,EBITDA,3131619.69,2249899.11,Downside,Original
BUD003011,20250301,P009,BU003,REG001,DEP003,Cash Inflow,11257236.53,9855589.22,Downside,Original
BUD003012,20250301,P009,BU003,REG001,DEP003,Cash Outflow,8416456.16,9307146.28,Downside,Original
BUD003013,20250301,P013,BU004,REG001,DEP001,Revenue,6328255.93,7791314.33,Upside,Original
BUD003014,20250301,P013,BU004,REG001,DEP006,COGS,2954679.52,3145924.93,Upside,Original
BUD003015,20250301,P013,BU004,REG001,DEP005,OPEX,2445429.04,2506382.41,Upside,Original
BUD003016,20250301,P013,BU004,REG001,DEP003,EBITDA,1631882.26,2114347.57,Upside,Original
BUD003017,20250301,P013,BU004,REG001,DEP003,Cash Inflow,6342605.23,7676927.59,Upside,Original
BUD003018,20250301,P013,BU004,REG001,DEP003,Cash Outflow,5059374.85,5719383.0,Upside,Original
BUD003019,20250301,P013,BU004,REG001,DEP001,Revenue,6328255.93,6670598.29,Downside,Original
BUD003020,20250301,P013,BU004,REG001,DEP006,COGS,2780012.03,3049882.4,Downside,Original
BUD003021,20250301,P013,BU004,REG001,DEP005,OPEX,2356403.61,2873147.49,Downside,Original
BUD003022,20250301,P013,BU004,REG001,DEP003,EBITDA,1663930.98,1294422.16,Downside,Original
BUD003023,20250301,P013,BU004,REG001,DEP003,Cash Inflow,6057851.01,6157511.62,Downside,Original
BUD003024,20250301,P013,BU004,REG001,DEP003,Cash Outflow,5106840.81,5854574.94,Downside,Original
BUD003025,20250401,P001,BU001,REG001,DEP001,Revenue,9713531.14,11095612.82,Upside,Original
BUD003026,20250401,P001,BU001,REG001,DEP006,COGS,4471270.81,4809576.83,Upside,Original
BUD003027,20250401,P001,BU001,REG001,DEP002,OPEX,3263234.32,3434203.73,Upside,Original
BUD003028,20250401,P001,BU001,REG001,DEP003,EBITDA,2079560.31,2425623.95,Upside,Original
BUD003029,20250401,P001,BU001,REG001,DEP003,Cash Inflow,9738887.36,10524481.96,Upside,Original
BUD003030,20250401,P001,BU001,REG001,DEP003,Cash Outflow,7635779.37,8627421.6,Upside,Original
BUD003031,20250401,P001,BU001,REG001,DEP001,Revenue,9797545.17,9094528.76,Downside,Original
BUD003032,20250401,P001,BU001,REG001,DEP006,COGS,4872383.09,4864187.08,Downside,Original
BUD003033,20250401,P001,BU001,REG001,DEP002,OPEX,3308144.51,3792230.32,Downside,Original
BUD003034,20250401,P001,BU001,REG001,DEP003,EBITDA,2092286.21,1558771.77,Downside,Original
BUD003035,20250401,P001,BU001,REG001,DEP003,Cash Inflow,9515980.2,8626345.42,Downside,Original
BUD003036,20250401,P001,BU001,REG001,DEP003,Cash Outflow,8057439.0,9049842.93,Downside,Original
BUD003037,20250401,P005,BU002,REG001,DEP001,Revenue,9632084.47,11286262.95,Upside,Original
BUD003038,20250401,P005,BU002,REG001,DEP006,COGS,4517403.36,4996189.65,Upside,Original
BUD003039,20250401,P005,BU002,REG001,DEP005,OPEX,3605671.3,3672516.1,Upside,Original
BUD003040,20250401,P005,BU002,REG001,DEP003,EBITDA,1813435.08,2105010.01,Upside,Original
BUD003041,20250401,P005,BU002,REG001,DEP003,Cash Inflow,9000418.83,11132004.03,Upside,Original
BUD003042,20250401,P005,BU002,REG001,DEP003,Cash Outflow,7892725.62,8932062.87,Upside,Original
BUD003043,20250401,P005,BU002,REG001,DEP001,Revenue,9708041.74,9476330.57,Downside,Original
BUD003044,20250401,P005,BU002,REG001,DEP006,COGS,4473191.02,4859290.39,Downside,Original
BUD003045,20250401,P005,BU002,REG001,DEP005,OPEX,3560866.06,4318872.82,Downside,Original
BUD003046,20250401,P005,BU002,REG001,DEP003,EBITDA,1826975.02,1336235.36,Downside,Original
BUD003047,20250401,P005,BU002,REG001,DEP003,Cash Inflow,9268900.2,8672062.51,Downside,Original
BUD003048,20250401,P005,BU002,REG001,DEP003,Cash Outflow,8400721.08,9183067.14,Downside,Original
BUD003049,20250401,P009,BU003,REG001,DEP001,Revenue,9567691.5,11034505.54,Upside,Original
BUD003050,20250401,P009,BU003,REG001,DEP006,COGS,4050336.31,4529981.3,Upside,Original
BUD003051,20250401,P009,BU003,REG001,DEP005,OPEX,3219423.02,3445041.73,Upside,Original
BUD003052,20250401,P009,BU003,REG001,DEP003,EBITDA,2578902.92,2973540.11,Upside,Original
BUD003053,20250401,P009,BU003,REG001,DEP003,Cash Inflow,9038881.43,10548694.58,Upside,Original
BUD003054,20250401,P009,BU003,REG001,DEP003,Cash Outflow,7346164.8,8004769.72,Upside,Original
BUD003055,20250401,P009,BU003,REG001,DEP001,Revenue,9644441.33,9401735.37,Downside,Original
BUD003056,20250401,P009,BU003,REG001,DEP006,COGS,4223014.37,4476227.98,Downside,Original
BUD003057,20250401,P009,BU003,REG001,DEP005,OPEX,3183981.71,3719615.62,Downside,Original
BUD003058,20250401,P009,BU003,REG001,DEP003,EBITDA,2605262.31,1776569.87,Downside,Original
BUD003059,20250401,P009,BU003,REG001,DEP003,Cash Inflow,9625522.0,8292625.19,Downside,Original
BUD003060,20250401,P009,BU003,REG001,DEP003,Cash Outflow,7503104.38,8402723.92,Downside,Original
BUD003061,20250401,P013,BU004,REG001,DEP001,Revenue,8620834.1,10691843.29,Upside,Original
BUD003062,20250401,P013,BU004,REG001,DEP006,COGS,4377742.71,4345785.89,Upside,Original
BUD003063,20250401,P013,BU004,REG001,DEP005,OPEX,2844925.4,3113041.48,Upside,Original
BUD003064,20250401,P013,BU004,REG001,DEP003,EBITDA,2547683.13,3187509.53,Upside,Original
BUD003065,20250401,P013,BU004,REG001,DEP003,Cash Inflow,8415152.12,10452645.85,Upside,Original
BUD003066,20250401,P013,BU004,REG001,DEP003,Cash Outflow,6861446.14,7647936.48,Upside,Original
BUD003067,20250401,P013,BU004,REG001,DEP001,Revenue,8620834.1,9028779.77,Downside,Original
BUD003068,20250401,P013,BU004,REG001,DEP006,COGS,4324265.47,4210396.87,Downside,Original
BUD003069,20250401,P013,BU004,REG001,DEP005,OPEX,2892614.97,3440875.86,Downside,Original
BUD003070,20250401,P013,BU004,REG001,DEP003,EBITDA,2538055.22,1899096.06,Downside,Original
BUD003071,20250401,P013,BU004,REG001,DEP003,Cash Inflow,8137292.24,7930726.69,Downside,Original
BUD003072,20250401,P013,BU004,REG001,DEP003,Cash Outflow,7037674.07,7755758.29,Downside,Original
BUD003073,20250501,P001,BU001,REG001,DEP001,Revenue,7796616.35,8792958.98,Upside,Original
BUD003074,20250501,P001,BU001,REG001,DEP006,COGS,3753522.6,3899186.78,Upside,Original
BUD003075,20250501,P001,BU001,REG001,DEP002,OPEX,2737935.58,2707304.17,Upside,Original
BUD003076,20250501,P001,BU001,REG001,DEP003,EBITDA,1664036.44,1973853.69,Upside,Original
BUD003077,20250501,P001,BU001,REG001,DEP003,Cash Inflow,7652362.86,8302048.99,Upside,Original
BUD003078,20250501,P001,BU001,REG001,DEP003,Cash Outflow,6497240.28,6907058.92,Upside,Original
BUD003079,20250501,P001,BU001,REG001,DEP001,Revenue,7810951.06,7602096.67,Downside,Original
BUD003080,20250501,P001,BU001,REG001,DEP006,COGS,3803344.46,3782921.15,Downside,Original
BUD003081,20250501,P001,BU001,REG001,DEP002,OPEX,2663720.34,3185320.77,Downside,Original
BUD003082,20250501,P001,BU001,REG001,DEP003,EBITDA,1642807.68,1181031.89,Downside,Original
BUD003083,20250501,P001,BU001,REG001,DEP003,Cash Inflow,7164382.07,6692196.87,Downside,Original
BUD003084,20250501,P001,BU001,REG001,DEP003,Cash Outflow,6544535.91,7286753.84,Downside,Original
BUD003085,20250501,P005,BU002,REG001,DEP001,Revenue,10748148.91,12448771.72,Upside,Original
BUD003086,20250501,P005,BU002,REG001,DEP006,COGS,4955233.69,5626273.35,Upside,Original
BUD003087,20250501,P005,BU002,REG001,DEP005,OPEX,3760349.34,4125759.26,Upside,Original
BUD003088,20250501,P005,BU002,REG001,DEP003,EBITDA,2277525.15,2631471.26,Upside,Original
BUD003089,20250501,P005,BU002,REG001,DEP003,Cash Inflow,10920266.55,12486495.87,Upside,Original
BUD003090,20250501,P005,BU002,REG001,DEP003,Cash Outflow,8835478.34,9636688.31,Upside,Original
BUD003091,20250501,P005,BU002,REG001,DEP001,Revenue,10898305.2,10659868.96,Downside,Original
BUD003092,20250501,P005,BU002,REG001,DEP006,COGS,5350080.94,5590790.18,Downside,Original
BUD003093,20250501,P005,BU002,REG001,DEP005,OPEX,3830490.56,4482240.4,Downside,Original
BUD003094,20250501,P005,BU002,REG001,DEP003,EBITDA,2304090.67,1682616.13,Downside,Original
BUD003095,20250501,P005,BU002,REG001,DEP003,Cash Inflow,10557340.2,9780031.13,Downside,Original
BUD003096,20250501,P005,BU002,REG001,DEP003,Cash Outflow,9260836.64,10471923.67,Downside,Original
BUD003097,20250501,P009,BU003,REG001,DEP001,Revenue,9674090.36,11510587.33,Upside,Original
BUD003098,20250501,P009,BU003,REG001,DEP006,COGS,4457374.68,4378531.87,Upside,Original
BUD003099,20250501,P009,BU003,REG001,DEP005,OPEX,3260500.27,3465692.8,Upside,Original
BUD003100,20250501,P009,BU003,REG001,DEP003,EBITDA,2731843.25,3060071.15,Upside,Original
BUD003101,20250501,P009,BU003,REG001,DEP003,Cash Inflow,9335003.52,11022415.26,Upside,Original
BUD003102,20250501,P009,BU003,REG001,DEP003,Cash Outflow,6997610.31,8063484.87,Upside,Original
BUD003103,20250501,P009,BU003,REG001,DEP001,Revenue,9852058.72,9126145.94,Downside,Original
BUD003104,20250501,P009,BU003,REG001,DEP006,COGS,3977136.8,4428899.33,Downside,Original
BUD003105,20250501,P009,BU003,REG001,DEP005,OPEX,3241584.76,3841643.36,Downside,Original
BUD003106,20250501,P009,BU003,REG001,DEP003,EBITDA,2700454.79,1883933.34,Downside,Original
BUD003107,20250501,P009,BU003,REG001,DEP003,Cash Inflow,9848994.1,8413104.84,Downside,Original
BUD003108,20250501,P009,BU003,REG001,DEP003,Cash Outflow,7397659.81,8457036.09,Downside,Original
BUD003109,20250501,P013,BU004,REG001,DEP001,Revenue,7594848.38,9212047.5,Upside,Original
BUD003110,20250501,P013,BU004,REG001,DEP006,COGS,3594927.52,3814841.26,Upside,Original
BUD003111,20250501,P013,BU004,REG001,DEP005,OPEX,2939636.9,3050028.54,Upside,Original
BUD003112,20250501,P013,BU004,REG001,DEP003,EBITDA,1884848.72,2300764.59,Upside,Original
BUD003113,20250501,P013,BU004,REG001,DEP003,Cash Inflow,7297339.54,9073812.47,Upside,Original
BUD003114,20250501,P013,BU004,REG001,DEP003,Cash Outflow,6508191.53,6700900.63,Upside,Original
BUD003115,20250501,P013,BU004,REG001,DEP001,Revenue,7594848.38,8083986.52,Downside,Original
BUD003116,20250501,P013,BU004,REG001,DEP006,COGS,3814797.21,3869509.14,Downside,Original
BUD003117,20250501,P013,BU004,REG001,DEP005,OPEX,2903502.24,3444693.22,Downside,Original
BUD003118,20250501,P013,BU004,REG001,DEP003,EBITDA,1886950.47,1444092.62,Downside,Original
BUD003119,20250501,P013,BU004,REG001,DEP003,Cash Inflow,7206685.77,7032113.31,Downside,Original
BUD003120,20250501,P013,BU004,REG001,DEP003,Cash Outflow,6287200.38,7088079.88,Downside,Original
BUD003121,20250601,P001,BU001,REG001,DEP001,Revenue,8564481.99,10234244.52,Upside,Original
BUD003122,20250601,P001,BU001,REG001,DEP006,COGS,3905377.38,4403372.01,Upside,Original
BUD003123,20250601,P001,BU001,REG001,DEP002,OPEX,3046146.46,3192416.23,Upside,Original
BUD003124,20250601,P001,BU001,REG001,DEP003,EBITDA,1845942.79,2176333.17,Upside,Original
BUD003125,20250601,P001,BU001,REG001,DEP003,Cash Inflow,7915779.74,9302098.85,Upside,Original
BUD003126,20250601,P001,BU001,REG001,DEP003,Cash Outflow,7203021.53,7502846.69,Upside,Original
BUD003127,20250601,P001,BU001,REG001,DEP001,Revenue,8691546.76,8271722.46,Downside,Original
BUD003128,20250601,P001,BU001,REG001,DEP006,COGS,4202207.83,4283861.11,Downside,Original
BUD003129,20250601,P001,BU001,REG001,DEP002,OPEX,3079839.83,3498169.4,Downside,Original
BUD003130,20250601,P001,BU001,REG001,DEP003,EBITDA,1828955.86,1338152.24,Downside,Original
BUD003131,20250601,P001,BU001,REG001,DEP003,Cash Inflow,8266604.03,7730526.31,Downside,Original
BUD003132,20250601,P001,BU001,REG001,DEP003,Cash Outflow,6960912.57,7708007.88,Downside,Original
BUD003133,20250601,P005,BU002,REG001,DEP001,Revenue,9068229.77,11004214.66,Upside,Original
BUD003134,20250601,P005,BU002,REG001,DEP006,COGS,4605275.95,4701378.74,Upside,Original
BUD003135,20250601,P005,BU002,REG001,DEP005,OPEX,3052020.19,3241265.42,Upside,Original
BUD003136,20250601,P005,BU002,REG001,DEP003,EBITDA,2151088.88,2449410.1,Upside,Original
BUD003137,20250601,P005,BU002,REG001,DEP003,Cash Inflow,9116770.4,10251389.82,Upside,Original
BUD003138,20250601,P005,BU002,REG001,DEP003,Cash Outflow,7489976.34,7915329.11,Upside,Original
BUD003139,20250601,P005,BU002,REG001,DEP001,Revenue,9239500.93,8783322.22,Downside,Original
BUD003140,20250601,P005,BU002,REG001,DEP006,COGS,4776693.55,4656295.42,Downside,Original
BUD003141,20250601,P005,BU002,REG001,DEP005,OPEX,2943952.39,3535470.4,Downside,Original
BUD003142,20250601,P005,BU002,REG001,DEP003,EBITDA,2099868.59,1562416.91,Downside,Original
BUD003143,20250601,P005,BU002,REG001,DEP003,Cash Inflow,9130788.16,8327855.26,Downside,Original
BUD003144,20250601,P005,BU002,REG001,DEP003,Cash Outflow,7496849.81,8342352.28,Downside,Original
BUD003145,20250601,P009,BU003,REG001,DEP001,Revenue,9011743.24,10612571.92,Upside,Original
BUD003146,20250601,P009,BU003,REG001,DEP006,COGS,4227361.7,4126567.62,Upside,Original
BUD003147,20250601,P009,BU003,REG001,DEP005,OPEX,2981037.74,3079438.74,Upside,Original
BUD003148,20250601,P009,BU003,REG001,DEP003,EBITDA,2364898.91,2761042.48,Upside,Original
BUD003149,20250601,P009,BU003,REG001,DEP003,Cash Inflow,8480018.63,10091184.89,Upside,Original
BUD003150,20250601,P009,BU003,REG001,DEP003,Cash Outflow,6604865.92,7078463.71,Upside,Original
BUD003151,20250601,P009,BU003,REG001,DEP001,Revenue,9001695.65,8756362.79,Downside,Original
BUD003152,20250601,P009,BU003,REG001,DEP006,COGS,3871735.79,4218108.1,Downside,Original
BUD003153,20250601,P009,BU003,REG001,DEP005,OPEX,3010774.77,3536469.44,Downside,Original
BUD003154,20250601,P009,BU003,REG001,DEP003,EBITDA,2416685.34,1762256.64,Downside,Original
BUD003155,20250601,P009,BU003,REG001,DEP003,Cash Inflow,8290817.75,7711248.21,Downside,Original
BUD003156,20250601,P009,BU003,REG001,DEP003,Cash Outflow,6489071.0,7511189.22,Downside,Original
BUD003157,20250601,P013,BU004,REG001,DEP001,Revenue,6942482.68,8633335.2,Upside,Original
BUD003158,20250601,P013,BU004,REG001,DEP006,COGS,3165127.95,3345191.77,Upside,Original
BUD003159,20250601,P013,BU004,REG001,DEP005,OPEX,2492792.17,2545191.58,Upside,Original
BUD003160,20250601,P013,BU004,REG001,DEP003,EBITDA,1944747.98,2400448.24,Upside,Original
BUD003161,20250601,P013,BU004,REG001,DEP003,Cash Inflow,6642255.4,8639740.5,Upside,Original
BUD003162,20250601,P013,BU004,REG001,DEP003,Cash Outflow,5663819.56,6154202.09,Upside,Original
BUD003163,20250601,P013,BU004,REG001,DEP001,Revenue,6942482.68,7214504.58,Downside,Original
BUD003164,20250601,P013,BU004,REG001,DEP006,COGS,3367752.36,3396842.96,Downside,Original
BUD003165,20250601,P013,BU004,REG001,DEP005,OPEX,2515766.29,2845270.12,Downside,Original
BUD003166,20250601,P013,BU004,REG001,DEP003,EBITDA,1941513.54,1437225.03,Downside,Original
BUD003167,20250601,P013,BU004,REG001,DEP003,Cash Inflow,6642255.4,6472755.07,Downside,Original
BUD003168,20250601,P013,BU004,REG001,DEP003,Cash Outflow,5487511.11,6535939.61,Downside,Original
BUD003169,20250701,P001,BU001,REG001,DEP001,Revenue,7022556.49,7943076.05,Upside,Original
BUD003170,20250701,P001,BU001,REG001,DEP006,COGS,3612161.36,3604777.33,Upside,Original
BUD003171,20250701,P001,BU001,REG001,DEP002,OPEX,2450844.2,2514621.14,Upside,Original
BUD003172,20250701,P001,BU001,REG001,DEP003,EBITDA,1377998.11,1674027.23,Upside,Original
BUD003173,20250701,P001,BU001,REG001,DEP003,Cash Inflow,6958250.9,7582413.58,Upside,Original
BUD003174,20250701,P001,BU001,REG001,DEP003,Cash Outflow,5506825.23,5990248.09,Upside,Original
BUD003175,20250701,P001,BU001,REG001,DEP001,Revenue,6868077.94,6546754.43,Downside,Original
BUD003176,20250701,P001,BU001,REG001,DEP006,COGS,3239442.91,3421312.25,Downside,Original
